PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,FamilySize,TicketCount,Cabin_Area
820,0,3,male,10.0,3,2,27.9,S,Master,6,share,X
821,1,1,female,52.0,1,1,93.5,S,Mrs,3,share,B
822,1,3,male,27.0,0,0,8.6625,S,Mr,1,unique,X
823,0,1,male,38.0,0,0,0.0,S,Lady,1,unique,X
824,1,3,female,27.0,0,1,12.475,S,Mrs,2,share,E
825,0,3,male,2.0,4,1,39.6875,S,Master,6,share,X
826,0,3,male,8.950252860551341,0,0,6.95,Q,Mr,1,unique,X
827,0,3,male,9.12960111800025,0,0,56.4958,S,Mr,1,share,X
828,1,2,male,1.0,0,2,37.0042,C,Master,3,share,X
829,1,3,male,8.916383443911776,0,0,7.75,Q,Mr,1,unique,X
830,1,1,female,62.0,0,0,80.0,C,Mrs,1,share,B
831,1,3,female,15.0,1,0,14.4542,C,Mrs,2,share,X
832,1,2,male,0.83,1,1,18.75,S,Master,3,share,X
833,0,3,male,9.021111715023741,0,0,7.2292,C,Mr,1,unique,X
834,0,3,male,23.0,0,0,7.8542,S,Mr,1,unique,X
835,0,3,male,18.0,0,0,8.3,S,Mr,1,unique,X
836,1,1,female,39.0,1,1,83.1583,C,Miss,3,unique,E
837,0,3,male,21.0,0,0,8.6625,S,Mr,1,unique,X
838,0,3,male,9.05388702296441,0,0,8.05,S,Mr,1,unique,X
839,1,3,male,32.0,0,0,56.4958,S,Mr,1,share,X
840,1,1,male,10.877952455907836,0,0,29.7,C,Mr,1,unique,C
841,0,3,male,20.0,0,0,7.925,S,Mr,1,unique,X
842,0,2,male,16.0,0,0,10.5,S,Mr,1,share,X
843,1,1,female,30.0,0,0,31.0,C,Miss,1,share,X
844,0,3,male,34.5,0,0,6.4375,C,Mr,1,unique,X
845,0,3,male,17.0,0,0,8.6625,S,Mr,1,unique,X
846,0,3,male,42.0,0,0,7.55,S,Mr,1,unique,X
847,0,3,male,4.969622871492396,8,2,69.55,S,Mr,11,share,X
848,0,3,male,35.0,0,0,7.8958,C,Mr,1,unique,X
849,0,2,male,28.0,0,1,33.0,S,Rev,2,share,X
850,1,1,female,10.496413255029498,1,0,89.1042,C,Mrs,2,share,C
851,0,3,male,4.0,4,2,31.275,S,Master,7,share,X
852,0,3,male,74.0,0,0,7.775,S,Mr,1,unique,X
853,0,3,female,9.0,1,1,15.2458,C,Miss,3,share,X
854,1,1,female,16.0,0,1,39.4,S,Miss,2,unique,D
855,0,2,female,44.0,1,0,26.0,S,Mrs,2,share,X
856,1,3,female,18.0,0,1,9.35,S,Mrs,2,unique,X
857,1,1,female,45.0,1,1,164.8667,S,Mrs,3,share,X
858,1,1,male,51.0,0,0,26.55,S,Mr,1,unique,E
859,1,3,female,24.0,0,3,19.2583,C,Mrs,4,share,X
860,0,3,male,9.021111715023741,0,0,7.2292,C,Mr,1,unique,X
861,0,3,male,41.0,2,0,14.1083,S,Mr,3,unique,X
862,0,2,male,21.0,1,0,11.5,S,Mr,2,unique,X
863,1,1,female,48.0,0,0,25.9292,S,Mrs,1,unique,D
864,0,3,female,4.982016632394263,8,2,69.55,S,Miss,11,share,X
865,0,2,male,24.0,0,0,13.0,S,Mr,1,unique,X
866,1,2,female,42.0,0,0,13.0,S,Mrs,1,unique,X
867,1,2,female,27.0,1,0,13.8583,C,Miss,2,unique,X
868,0,1,male,31.0,0,0,50.4958,S,Mr,1,unique,A
869,0,3,male,9.06957937863312,0,0,9.5,S,Mr,1,unique,X
870,1,3,male,4.0,1,1,11.1333,S,Master,3,share,X
871,0,3,male,26.0,0,0,7.8958,S,Mr,1,unique,X
872,1,1,female,47.0,1,1,52.5542,S,Mrs,3,share,D
873,0,1,male,33.0,0,0,5.0,S,Mr,1,unique,B
874,0,3,male,47.0,0,0,9.0,S,Mr,1,unique,X
875,1,2,female,28.0,1,0,24.0,C,Mrs,2,share,X
876,1,3,female,15.0,0,0,7.225,C,Miss,1,unique,X
877,0,3,male,20.0,0,0,9.8458,S,Mr,1,share,X
878,0,3,male,19.0,0,0,7.8958,S,Mr,1,unique,X
879,0,3,male,9.039047928578592,0,0,7.8958,S,Mr,1,unique,X
880,1,1,female,56.0,0,1,83.1583,C,Mrs,2,share,C
881,1,2,female,25.0,0,1,26.0,S,Mrs,2,share,X
882,0,3,male,33.0,0,0,7.8958,S,Mr,1,unique,X
883,0,3,female,22.0,0,0,10.5167,S,Miss,1,unique,X
884,0,2,male,28.0,0,0,10.5,S,Mr,1,unique,X
885,0,3,male,25.0,0,0,7.05,S,Mr,1,unique,X
886,0,3,female,39.0,0,5,29.125,Q,Mrs,6,share,X
887,0,2,male,27.0,0,0,13.0,S,Rev,1,unique,X
888,1,1,female,19.0,0,0,30.0,S,Miss,1,unique,B
889,0,3,female,7.808369095202466,1,2,23.45,S,Miss,4,share,X
890,1,1,male,26.0,0,0,30.0,C,Mr,1,unique,C
891,0,3,male,32.0,0,0,7.75,Q,Mr,1,unique,X
